Académie Lib L;Diplôme regroupé Lib L;Département Lib L;Série du baccalauréat Lib L;Nombre total d'admis;Nombre de présents;Série du baccalauréat Lib C;Sexe;Session;Situation déclarée candidat;Secteur d'enseignement;Contrat de l'établissement;TAUX DE REUSSITE (col E / col F * 100)
TOULOUSE;BAC GENERAL;ARIEGE;BAC LITTERAIRE;1;1;BAC L;1;2009;5;1;X;100
CAEN;BAC GENERAL;CALVADOS;BAC LITTERAIRE;62;68;BAC L;2;2009;1;2;2;91,17647059
CAEN;BAC GENERAL;CALVADOS;BAC LITTERAIRE;1;4;BAC L;1;2009;2;-;-;25
POITIERS;BAC GENERAL;CHARENTE;BAC LITTERAIRE;202;231;BAC L;2;2009;1;1;X;87,44588745
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC LITTERAIRE;3;4;BAC L;1;2009;1;2;2;75
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC LITTERAIRE;6;6;BAC L;2;2009;1;2;2;100
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC LITTERAIRE;69;77;BAC L;1;2009;1;1;X;89,61038961
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC LITTERAIRE;3;4;BAC L;2;2009;2;-;-;75
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC SCIENTIFIQUE;3;6;BAC S;1;2009;2;-;-;50
DIJON;BAC GENERAL;COTE D'OR;BAC SCIENTIFIQUE;104;108;BAC S;2;2009;1;2;2;96,2962963
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;379;402;BAC ES;2;2009;1;1;X;94,27860697
RENNES;BAC GENERAL;COTES D'ARMOR;BAC ECONOMIQUE ET SOCIAL;126;141;BAC ES;1;2009;1;1;X;89,36170213
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;5;7;BAC ES;1;2009;2;-;-;71,42857143
LIMOGES;BAC GENERAL;CREUSE;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;1;2009;2;-;-;#DIV/0!
BORDEAUX;BAC GENERAL;DORDOGNE;BAC ECONOMIQUE ET SOCIAL;135;148;BAC ES;1;2009;1;1;X;91,21621622
BORDEAUX;BAC GENERAL;DORDOGNE;BAC LITTERAIRE;153;166;BAC L;2;2009;1;1;X;92,1686747
RENNES;BAC GENERAL;COTES D'ARMOR;BAC SCIENTIFIQUE;1;1;BAC S;1;2009;2;-;-;100
BORDEAUX;BAC GENERAL;DORDOGNE;BAC ECONOMIQUE ET SOCIAL;11;13;BAC ES;1;2009;1;2;2;84,61538462
BESANCON;BAC GENERAL;DOUBS;BAC LITTERAIRE;1;3;BAC L;1;2009;2;-;-;33,33333333
BESANCON;BAC GENERAL;DOUBS;BAC SCIENTIFIQUE;2;2;BAC S;2;2009;2;-;-;100
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;68;70;BAC L;2;2009;1;2;2;97,14285714
ORLEANS-TOURS;BAC GENERAL;CHER;BAC LITTERAIRE;5;5;BAC L;1;2009;1;2;2;100
LIMOGES;BAC GENERAL;CORREZE;BAC SCIENTIFIQUE;23;23;BAC S;2;2009;1;2;2;100
RENNES;BAC GENERAL;FINISTERE;BAC ECONOMIQUE ET SOCIAL;416;437;BAC ES;2;2009;1;1;X;95,19450801
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC SCIENTIFIQUE;0;3;BAC S;2;2009;2;-;-;0
MONTPELLIER;BAC GENERAL;GARD;BAC ECONOMIQUE ET SOCIAL;396;454;BAC ES;2;2009;1;1;X;87,2246696
MONTPELLIER;BAC GENERAL;GARD;BAC LITTERAIRE;74;88;BAC L;2;2009;1;2;2;84,09090909
MONTPELLIER;BAC GENERAL;GARD;BAC SCIENTIFIQUE;107;126;BAC S;1;2009;1;2;2;84,92063492
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC SCIENTIFIQUE;1262;1335;BAC S;2;2009;1;1;X;94,53183521
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;0;3;BAC L;1;2009;2;-;-;0
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;0;0;BAC S;2;2009;5;1;X;#DIV/0!
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;863;914;BAC ES;2;2009;1;1;X;94,42013129
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC LITTERAIRE;536;584;BAC L;2;2009;1;1;X;91,78082192
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC SCIENTIFIQUE;5;16;BAC S;1;2009;2;-;-;31,25
TOULOUSE;BAC GENERAL;GERS;BAC SCIENTIFIQUE;157;167;BAC S;1;2009;1;1;X;94,01197605
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;92;100;BAC ES;1;2009;1;1;X;92
TOULOUSE;BAC GENERAL;GERS;BAC LITTERAIRE;25;28;BAC L;1;2009;1;1;X;89,28571429
RENNES;BAC GENERAL;FINISTERE;BAC LITTERAIRE;2;6;BAC L;2;2009;2;-;-;33,33333333
BORDEAUX;BAC GENERAL;GIRONDE;BAC SCIENTIFIQUE;12;32;BAC S;1;2009;2;-;-;37,5
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2009;1;2;0;100
MONTPELLIER;BAC GENERAL;HERAULT;BAC ECONOMIQUE ET SOCIAL;7;8;BAC ES;1;2009;1;2;0;87,5
MONTPELLIER;BAC GENERAL;HERAULT;BAC LITTERAIRE;1;1;BAC L;1;2009;5;1;X;100
MONTPELLIER;BAC GENERAL;HERAULT;BAC LITTERAIRE;5;13;BAC L;1;2009;2;-;-;38,46153846
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC SCIENTIFIQUE;930;1009;BAC S;1;2009;1;1;X;92,17046581
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC LITTERAIRE;0;2;BAC L;1;2009;2;-;-;0
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;92;114;BAC L;2;2009;1;1;X;80,70175439
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC SCIENTIFIQUE;8;8;BAC S;2;2009;1;2;2;100
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC LITTERAIRE;247;291;BAC L;2;2009;1;1;X;84,87972509
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;0;0;BAC L;2;2009;2;-;-;#DIV/0!
MONTPELLIER;BAC GENERAL;HERAULT;BAC SCIENTIFIQUE;1;1;BAC S;2;2009;1;2;0;100
BESANCON;BAC GENERAL;JURA;BAC ECONOMIQUE ET SOCIAL;183;194;BAC ES;2;2009;1;1;X;94,32989691
BESANCON;BAC GENERAL;JURA;BAC SCIENTIFIQUE;20;23;BAC S;1;2009;1;2;2;86,95652174
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;7;7;BAC L;2;2009;1;2;2;100
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;1;2;BAC L;1;2009;1;2;2;50
BORDEAUX;BAC GENERAL;LANDES;BAC SCIENTIFIQUE;2;4;BAC S;2;2009;2;-;-;50
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC LITTERAIRE;127;151;BAC L;2;2009;1;1;X;84,10596026
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC LITTERAIRE;9;9;BAC L;1;2009;1;2;2;100
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2009;2;-;-;100
LYON;BAC GENERAL;LOIRE;BAC LITTERAIRE;13;13;BAC L;1;2009;1;2;2;100
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC SCIENTIFIQUE;0;1;BAC S;2;2009;2;-;-;0
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC SCIENTIFIQUE;1;2;BAC S;2;2009;5;1;X;50
GRENOBLE;BAC GENERAL;ISERE;BAC SCIENTIFIQUE;229;232;BAC S;2;2009;1;2;2;98,70689655
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC LITTERAIRE;491;515;BAC L;2;2009;1;1;X;95,33980583
TOULOUSE;BAC GENERAL;LOT;BAC SCIENTIFIQUE;123;139;BAC S;1;2009;1;1;X;88,48920863
TOULOUSE;BAC GENERAL;LOT;BAC SCIENTIFIQUE;18;19;BAC S;2;2009;1;2;2;94,73684211
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC SCIENTIFIQUE;2;3;BAC S;2;2009;2;-;-;66,66666667
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC SCIENTIFIQUE;306;349;BAC S;1;2009;1;1;X;87,67908309
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC LITTERAIRE;163;175;BAC L;2;2009;1;1;X;93,14285714
TOULOUSE;BAC GENERAL;LOT;BAC LITTERAIRE;0;0;BAC L;1;2009;2;-;-;#DIV/0!
LYON;BAC GENERAL;LOIRE;BAC SCIENTIFIQUE;9;9;BAC S;2;2009;1;2;0;100
LYON;BAC GENERAL;LOIRE;BAC ECONOMIQUE ET SOCIAL;3;3;BAC ES;1;2009;2;-;-;100
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC SCIENTIFIQUE;112;119;BAC S;1;2009;1;2;2;94,11764706
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC ECONOMIQUE ET SOCIAL;65;73;BAC ES;1;2009;1;2;2;89,04109589
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;2009;5;1;X;0
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC SCIENTIFIQUE;0;0;BAC S;2;2009;2;-;-;#DIV/0!
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2009;2;-;-;100
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;356;393;BAC S;2;2009;1;1;X;90,58524173
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;382;427;BAC S;1;2009;1;1;X;89,46135831
CAEN;BAC GENERAL;MANCHE;BAC LITTERAIRE;1;3;BAC L;2;2009;2;-;-;33,33333333
REIMS;BAC GENERAL;HAUTE-MARNE;BAC ECONOMIQUE ET SOCIAL;102;122;BAC ES;2;2009;1;1;X;83,60655738
REIMS;BAC GENERAL;HAUTE-MARNE;BAC LITTERAIRE;0;1;BAC L;1;2009;2;-;-;0
REIMS;BAC GENERAL;HAUTE-MARNE;BAC ECONOMIQUE ET SOCIAL;14;14;BAC ES;1;2009;1;2;2;100
MONTPELLIER;BAC GENERAL;LOZERE;BAC LITTERAIRE;9;11;BAC L;2;2009;1;2;2;81,81818182
MONTPELLIER;BAC GENERAL;LOZERE;BAC SCIENTIFIQUE;52;57;BAC S;2;2009;1;1;X;91,22807018
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;211;223;BAC ES;1;2009;1;1;X;94,61883408
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;7;11;BAC ES;1;2009;1;2;0;63,63636364
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC SCIENTIFIQUE;11;18;BAC S;2;2009;2;-;-;61,11111111
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;103;108;BAC S;2;2009;1;2;2;95,37037037
CAEN;BAC GENERAL;MANCHE;BAC LITTERAIRE;49;50;BAC L;2;2009;1;2;2;98
CAEN;BAC GENERAL;MANCHE;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;2;2009;5;1;X;33,33333333
CAEN;BAC GENERAL;MANCHE;BAC SCIENTIFIQUE;1;4;BAC S;1;2009;2;-;-;25
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC LITTERAIRE;105;119;BAC L;2;2009;1;1;X;88,23529412
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;161;185;BAC S;1;2009;1;1;X;87,02702703
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;0;1;BAC S;2;2009;5;1;X;0
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;2009;5;1;X;100
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;3;5;BAC ES;2;2009;1;2;0;60
NICE;BAC GENERAL;VAR;BAC LITTERAIRE;1;3;BAC L;1;2009;5;1;X;33,33333333
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;7;14;BAC ES;2;2009;2;-;-;50
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC ECONOMIQUE ET SOCIAL;246;273;BAC ES;2;2009;1;1;X;90,10989011
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;81;92;BAC L;2;2009;1;2;2;88,04347826
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;1;5;BAC S;2;2009;2;-;-;20
TOULOUSE;BAC GENERAL;TARN;BAC SCIENTIFIQUE;68;78;BAC S;1;2009;1;2;2;87,17948718
TOULOUSE;BAC GENERAL;TARN;BAC ECONOMIQUE ET SOCIAL;37;38;BAC ES;1;2009;1;2;2;97,36842105
TOULOUSE;BAC GENERAL;TARN;BAC ECONOMIQUE ET SOCIAL;3;4;BAC ES;1;2009;2;-;-;75
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;35;39;BAC S;1;2009;1;2;2;89,74358974
GUYANE;BAC GENERAL;GUYANE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2009;5;1;X;0
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;100;101;BAC S;2;2009;1;2;2;99,00990099
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;5;8;BAC S;2;2009;2;-;-;62,5
LA REUNION;BAC GENERAL;LA REUNION;BAC ECONOMIQUE ET SOCIAL;2;7;BAC ES;1;2009;2;-;-;28,57142857
LA REUNION;BAC GENERAL;LA REUNION;BAC LITTERAIRE;6;12;BAC L;2;2009;2;-;-;50
LA REUNION;BAC GENERAL;LA REUNION;BAC LITTERAIRE;1;5;BAC L;1;2009;2;-;-;20
AMIENS;BAC GENERAL;OISE;BAC LITTERAIRE;3;4;BAC L;2;2010;5;1;X;75
AMIENS;BAC GENERAL;OISE;BAC ECONOMIQUE ET SOCIAL;2;5;BAC ES;2;2010;2;-;-;40
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC ECONOMIQUE ET SOCIAL;123;170;BAC ES;1;2009;1;1;X;72,35294118
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;2;2;BAC S;2;2009;5;1;X;100
GUYANE;BAC GENERAL;GUYANE;BAC SCIENTIFIQUE;18;19;BAC S;1;2009;1;2;2;94,73684211
NANCY-METZ;BAC GENERAL;MOSELLE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2009;5;1;X;0
NANCY-METZ;BAC GENERAL;MOSELLE;BAC ECONOMIQUE ET SOCIAL;5;8;BAC ES;1;2009;2;-;-;62,5
DIJON;BAC GENERAL;NIEVRE;BAC SCIENTIFIQUE;16;17;BAC S;2;2009;1;2;2;94,11764706
NANCY-METZ;BAC GENERAL;MEURTHE-ET-MOSELLE;BAC ECONOMIQUE ET SOCIAL;9;10;BAC ES;1;2009;2;-;-;90
NANCY-METZ;BAC GENERAL;MEURTHE-ET-MOSELLE;BAC ECONOMIQUE ET SOCIAL;3;7;BAC ES;2;2009;2;-;-;42,85714286
NANCY-METZ;BAC GENERAL;MEUSE;BAC SCIENTIFIQUE;21;26;BAC S;1;2009;1;2;2;80,76923077
NANCY-METZ;BAC GENERAL;MEUSE;BAC LITTERAIRE;0;0;BAC L;1;2009;1;2;2;#DIV/0!
RENNES;BAC GENERAL;MORBIHAN;BAC LITTERAIRE;1;2;BAC L;1;2009;5;1;X;50
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;0;3;BAC L;2;2010;2;-;-;0
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC SCIENTIFIQUE;2;4;BAC S;2;2010;2;-;-;50
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;15;39;BAC S;1;2010;5;1;X;38,46153846
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;11;21;BAC ES;2;2010;5;1;X;52,38095238
TOULOUSE;BAC GENERAL;TARN;BAC ECONOMIQUE ET SOCIAL;142;164;BAC ES;1;2010;1;1;X;86,58536585
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;191;212;BAC S;1;2010;1;1;X;90,09433962
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;122;148;BAC ES;2;2010;1;1;X;82,43243243
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;40;48;BAC S;1;2010;1;2;2;83,33333333
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;40;45;BAC S;2;2010;1;2;2;88,88888889
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;812;923;BAC S;2;2010;1;1;X;87,97399783
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;163;165;BAC S;2;2010;1;2;2;98,78787879
NICE;BAC GENERAL;VAR;BAC SCIENTIFIQUE;1;9;BAC S;2;2010;2;-;-;11,11111111
ROUEN;BAC GENERAL;SEINE MARITIME;BAC LITTERAIRE;2;5;BAC L;2;2010;5;1;X;40
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;6;12;BAC S;1;2010;5;1;X;50
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;669;757;BAC L;2;2010;1;1;X;88,37516513
NANTES;BAC GENERAL;SARTHE;BAC ECONOMIQUE ET SOCIAL;83;88;BAC ES;2;2010;1;2;2;94,31818182
NANTES;BAC GENERAL;SARTHE;BAC ECONOMIQUE ET SOCIAL;231;261;BAC ES;1;2010;1;1;X;88,50574713
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;40;41;BAC ES;1;2010;1;2;2;97,56097561
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC ECONOMIQUE ET SOCIAL;3;3;BAC ES;2;2010;1;2;0;100
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;63;74;BAC ES;1;2011;1;1;X;85,13513514
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;403;483;BAC ES;1;2011;1;1;X;83,436853
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;653;747;BAC ES;2;2011;1;1;X;87,41633199
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2011;5;1;X;0
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;858;994;BAC ES;1;2011;1;1;X;86,31790744
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;41;42;BAC L;1;2011;1;2;2;97,61904762
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;7;11;BAC S;2;2011;2;-;-;63,63636364
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC SCIENTIFIQUE;270;302;BAC S;2;2011;1;1;X;89,40397351
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC ECONOMIQUE ET SOCIAL;24;25;BAC ES;1;2011;1;2;2;96
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;6;6;BAC L;1;2011;1;2;2;100
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;22;23;BAC ES;1;2011;1;2;2;95,65217391
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2011;5;1;X;100
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;66;73;BAC L;2;2011;1;2;2;90,4109589
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;208;218;BAC S;2;2011;1;2;2;95,41284404
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;199;219;BAC ES;1;2011;1;1;X;90,86757991
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC ECONOMIQUE ET SOCIAL;312;357;BAC ES;1;2011;1;1;X;87,39495798
TOULOUSE;BAC GENERAL;TARN;BAC LITTERAIRE;45;47;BAC L;2;2011;1;2;2;95,74468085
TOULOUSE;BAC GENERAL;TARN;BAC SCIENTIFIQUE;1;2;BAC S;1;2011;2;-;-;50
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;579;686;BAC ES;1;2011;1;1;X;84,40233236
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;144;175;BAC L;1;2011;1;1;X;82,28571429
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;484;657;BAC ES;1;2011;1;1;X;73,66818874
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;134;190;BAC L;1;2011;1;1;X;70,52631579
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;16;16;BAC L;1;2011;1;2;2;100
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;4;11;BAC L;1;2011;2;-;-;36,36363636
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC LITTERAIRE;0;6;BAC L;2;2011;5;1;X;0
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;196;204;BAC ES;2;2011;1;2;2;96,07843137
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;206;215;BAC ES;2;2011;1;2;2;95,81395349
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;158;160;BAC ES;1;2011;1;2;2;98,75
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;95;102;BAC L;2;2011;1;2;2;93,1372549
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;3;6;BAC ES;2;2011;5;1;X;50
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC LITTERAIRE;163;204;BAC L;1;2011;1;1;X;79,90196078
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;1;2011;1;2;0;33,33333333
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;10;30;BAC S;1;2011;2;-;-;33,33333333
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC LITTERAIRE;13;24;BAC L;2;2011;2;-;-;54,16666667
CAEN;BAC GENERAL;CALVADOS;BAC SCIENTIFIQUE;518;579;BAC S;2;2011;1;1;X;89,46459413
CAEN;BAC GENERAL;CALVADOS;BAC ECONOMIQUE ET SOCIAL;259;326;BAC ES;1;2011;1;1;X;79,44785276
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;295;332;BAC S;1;2011;1;1;X;88,85542169
CAEN;BAC GENERAL;CALVADOS;BAC LITTERAIRE;88;96;BAC L;2;2011;1;2;2;91,66666667
CAEN;BAC GENERAL;CALVADOS;BAC LITTERAIRE;2;7;BAC L;2;2011;2;-;-;28,57142857
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;2011;2;-;-;0
POITIERS;BAC GENERAL;CHARENTE;BAC ECONOMIQUE ET SOCIAL;23;29;BAC ES;1;2011;1;2;2;79,31034483
POITIERS;BAC GENERAL;CHARENTE;BAC SCIENTIFIQUE;10;11;BAC S;1;2011;1;2;0;90,90909091
POITIERS;BAC GENERAL;CHARENTE;BAC SCIENTIFIQUE;0;1;BAC S;1;2011;5;1;X;0
POITIERS;BAC GENERAL;CHARENTE;BAC LITTERAIRE;1;2;BAC L;2;2011;5;1;X;50
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC ECONOMIQUE ET SOCIAL;257;289;BAC ES;1;2011;1;1;X;88,92733564
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC ECONOMIQUE ET SOCIAL;335;345;BAC ES;1;2011;1;2;2;97,10144928
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;288;304;BAC L;2;2011;1;2;2;94,73684211
GRENOBLE;BAC GENERAL;ARDECHE;BAC LITTERAIRE;88;110;BAC L;2;2011;1;1;X;80
REIMS;BAC GENERAL;AUBE;BAC SCIENTIFIQUE;0;0;BAC S;1;2011;2;-;-;#DIV/0!
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;523;553;BAC S;1;2011;1;2;2;94,57504521
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;7;7;BAC S;2;2011;1;2;0;100
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;1;6;BAC S;1;2011;2;-;-;16,66666667
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;4;5;BAC S;2;2011;2;-;-;80
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;3;3;BAC S;1;2011;1;2;0;100
BESANCON;BAC GENERAL;DOUBS;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;2011;5;1;X;100
BESANCON;BAC GENERAL;DOUBS;BAC ECONOMIQUE ET SOCIAL;1;5;BAC ES;1;2011;2;-;-;20
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;186;217;BAC ES;1;2011;1;1;X;85,71428571
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC ECONOMIQUE ET SOCIAL;3;5;BAC ES;1;2011;2;-;-;60
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;118;120;BAC S;1;2011;1;2;2;98,33333333
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;34;43;BAC L;1;2011;1;1;X;79,06976744
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;2;2;BAC S;1;2011;1;2;0;100
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;2011;1;2;0;0
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2011;1;2;0;100
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;1;2;BAC L;2;2011;5;1;X;50
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;1;4;BAC S;1;2011;2;-;-;25
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;3;4;BAC ES;1;2011;2;-;-;75
ROUEN;BAC GENERAL;EURE;BAC LITTERAIRE;312;371;BAC L;2;2011;1;1;X;84,09703504
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;218;241;BAC ES;1;2011;1;1;X;90,45643154
